51,10,3,162
36,17,5,141
38,12,3,138
51,10,3,162
36,17,5,141
38,12,3,137
51,10,3,162
36,17,5,141
38,12,3,138
51,10,3,162
36,17,5,142
38,12,3,138
51,10,3,162
36,17,5,142
38,12,3,138
51,10,3,162
36,17,5,142
38,12,3,138
51,10,3,162
36,17,5,142
38,12,3,138
51,10,3,163
36,17,5,142
38,12,3,138
51,10,3,162
36,17,5,142
38,12,3,138
51,10,3,162
36,17,5,142
38,12,3,138
51,10,3,162
36,17,5,142
38,12,3,138
51,10,3,162
36,17,5,142
38,12,4,138
51,10,3,162
36,17,5,141
